VAR1,realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat,metro_dist_group
0,194.03369812,Private room,False,True,2,False,1,0,10,93,1,5.0229637981,2.5393800026,78.690379272,4.1667078685,98.25389587,6.8464728242,4.90569,52.41772,Kinda Far
1,344.24577602,Private room,False,True,4,False,0,0,8,85,1,0.4883892888,0.2394039228,631.17637825,33.421208615,837.28075674,58.342927743,4.90005,52.37432,Very Close
2,264.10142245,Private room,False,True,2,False,0,1,9,87,1,5.7483119152,3.6516212888,75.275876914,3.9859076999,95.386954926,6.6467002545,4.97512,52.36103,Far
3,433.52939798,Private room,False,True,4,False,0,1,9,90,2,0.3848620128,0.4398760761,493.27253443,26.119108454,875.03309758,60.973565168,4.89417,52.37663,Very Close
4,485.55292574,Private room,False,True,2,True,0,0,10,98,1,0.5447381834,0.3186926468,552.83032436,29.272733004,815.30573997,56.811676959,4.90051,52.37508,Very Close
5,552.80856748,Private room,False,True,3,False,0,0,8,100,2,2.1314200806,1.9046682414,174.78895675,9.255191399,225.20166237,15.692375837,4.87699,52.38966,Close
6,215.12431748,Private room,False,True,2,False,0,0,10,94,1,1.8810915644,0.729746739,200.16765163,10.599010156,242.76552366,16.91625096,4.9157,52.38296,Very Close
8,1001.8044197,Entire home/apt,False,False,4,False,0,0,9,96,2,3.7191413987,1.1961123529,106.22645622,5.6247614392,133.87620194,9.3286863619,4.86459,52.40175,Close
9,276.52145385,Private room,False,True,2,False,1,0,10,88,1,3.1423614256,0.9244044386,206.25286154,10.921226064,238.29125778,16.604477677,4.876,52.347,Very Close
10,909.4743749,Entire home/apt,False,False,2,False,0,0,10,96,1,1.0099220249,0.9171150679,409.85812446,21.702260022,555.11427565,38.681161382,4.87956,52.36953,Very Close
11,319.64005343,Private room,False,True,2,True,1,0,10,97,1,2.1827071045,1.5903813628,191.50133918,10.140123153,229.29740063,15.977772771,4.92496,52.37107,Close
12,675.6028402,Entire home/apt,False,False,4,False,0,0,8,87,1,2.9330458433,0.6280730467,214.92334193,11.380333762,269.62490402,18.787851227,4.88934,52.34697,Very Close
13,552.80856748,Entire home/apt,False,False,2,True,0,0,10,100,1,1.3054939316,1.3421624077,325.25595162,17.222518755,390.91205205,27.2393142,4.87417,52.37509,Close
14,209.03147189,Private room,False,True,2,False,1,0,8,96,1,7.3045352666,3.7208138856,59.776180693,3.1651884861,75.701056531,5.2749585318,4.99679,52.35645,Far
15,368.85149861,Private room,False,True,2,True,0,0,10,98,1,1.031100609,0.5578845347,359.92193215,19.058105459,439.95056203,30.656388128,4.90809,52.37455,Very Close
16,368.85149861,Private room,False,True,2,False,0,0,10,90,1,1.3277971574,0.1195281067,539.01288423,28.541090369,573.89657197,39.989938812,4.88971,52.36148,Very Close
17,337.91859021,Private room,False,True,2,True,1,0,10,97,1,1.366334238,0.5349334596,576.08282564,30.503968397,845.95761602,58.947543781,4.88368,52.36239,Very Close
18,313.54720784,Private room,False,True,2,True,1,0,10,96,1,1.2897592303,0.5521164878,528.94055571,28.007753881,1023.9047849,71.347158527,4.8839,52.3631,Very Close
19,447.58981089,Entire home/apt,False,False,2,False,1,0,9,93,1,1.0576193314,1.065339126,422.8529062,22.390342349,476.69699184,33.216932225,4.87757,52.37336,Close
20,243.2451433,Private room,False,True,2,True,1,0,10,96,1,2.8706328438,1.2788940751,169.69575451,8.9855029559,210.26769212,14.651755304,4.85206,52.36734,Close
21,933.84575727,Entire home/apt,False,False,4,False,0,0,10,96,2,1.0140664268,0.3771036873,477.79407018,25.299513488,664.05325061,46.27218589,4.89088,52.36422,Very Close
22,251.91573126,Private room,False,True,2,False,1,0,10,97,1,1.247083667,1.0987743376,267.3259896,14.155088775,366.4646498,25.535784038,4.88642,52.38367,Close
23,377.28774635,Private room,False,True,2,False,0,0,10,98,1,1.1674923014,0.9837430032,278.80059538,14.762676775,383.57789257,26.728259416,4.88799,52.38325,Very Close
24,245.58854545,Private room,False,True,2,True,1,0,10,96,1,4.2306342967,2.6871440399,92.213602204,4.8827715083,116.21714373,8.0981777788,4.89595,52.41122,Kinda Far
25,217.70205985,Private room,False,True,2,False,1,0,8,93,1,4.1808147372,2.8084379719,93.270763669,4.9387489103,117.75965599,8.2056622529,4.89375,52.41081,Kinda Far
26,295.03433084,Private room,False,True,2,False,1,0,10,95,1,3.3660185824,0.2258822993,170.02869744,9.0031325056,217.15523143,15.131688952,4.895,52.343,Very Close
27,295.03433084,Private room,False,True,2,False,0,0,10,94,1,4.1272800185,0.8393253845,129.22969948,6.8427984545,164.40500902,11.455977561,4.84631,52.34966,Very Close
28,1032.9716683,Entire home/apt,False,False,4,False,1,0,9,96,2,2.1616076139,1.4241694266,183.3652586,9.7093122805,222.38968933,15.496433509,4.92432,52.37676,Close
29,270.42860825,Private room,False,True,4,True,0,0,10,98,1,4.8854776408,1.0948368113,91.666211998,4.8537868332,114.6743433,7.9906732258,4.82174,52.37781,Close
30,524.68774166,Entire home/apt,False,False,2,False,0,1,9,89,1,1.1263269723,1.1210705458,386.36496649,20.458281697,462.8059339,32.248983323,4.87657,52.37288,Close
31,599.6766105,Entire home/apt,False,False,4,False,0,0,9,94,3,3.3635907247,0.6974224938,156.23711484,8.2728590431,198.87412114,13.857834886,4.90806,52.34442,Very Close
32,516.0171537,Entire home/apt,False,False,4,False,0,0,9,100,2,1.0711683461,0.3825354029,487.87302156,25.83320066,702.92887613,48.981095408,4.88881,52.36397,Very Close
33,602.25435287,Entire home/apt,False,False,3,False,0,0,10,100,2,3.8562901129,0.7279622388,148.72410296,7.8750400721,184.25984826,12.839491326,4.86021,52.34502,Very Close
34,504.06580273,Entire home/apt,False,False,4,False,0,0,9,94,2,4.0752478865,1.8734109912,98.636634094,5.2228753146,122.1255419,8.5098834645,4.94798,52.38786,Close
36,310.96946547,Entire home/apt,False,False,2,False,1,0,9,94,0,4.1470866857,0.0383546937,118.77888465,6.2894208653,151.37639292,10.548124847,4.92058,52.33997,Very Close
37,202.70428608,Private room,False,True,2,False,0,0,10,94,1,5.6117501555,3.9117223159,71.345009038,3.7777656339,89.084486059,6.2075351563,4.885,52.42343,Far
38,796.28805099,Entire home/apt,False,False,4,False,0,0,10,94,2,2.854991669,1.7025833728,202.84310451,10.740677163,271.38132543,18.910241198,4.8588,52.35848,Close
39,504.06580273,Private room,False,True,2,False,0,0,9,96,1,6.4116573725,4.1432269041,67.215397493,3.5590999587,83.998425527,5.853131141,4.98597,52.36376,Very Far
40,319.64005343,Private room,False,True,2,False,0,1,10,95,1,0.5403538682,0.3386577422,558.60992192,29.578766536,816.91037672,56.923490356,4.90032,52.37525,Very Close
41,614.44004406,Private room,False,True,4,False,0,1,9,96,1,0.4958282463,0.3327422133,717.44644377,37.989265907,848.40484188,59.11807,4.89969,52.37513,Very Close
42,467.04004874,Private room,False,True,3,False,0,1,10,94,1,0.5143556616,0.277211123,589.2808024,31.202810037,873.36429852,60.857280849,4.90027,52.37469,Very Close
43,716.37803764,Entire home/apt,False,False,5,True,0,0,10,96,2,3.6950054259,0.3975279376,116.72399605,6.1806131486,147.25227455,10.260750346,4.841,52.38253,Very Close
44,350.1042814,Private room,False,True,2,False,1,0,10,91,0,1.097869259,0.9569279642,293.06066986,15.517757194,426.57188621,29.724142749,4.88774,52.38254,Very Close
45,319.64005343,Private room,False,True,2,False,0,1,10,97,1,0.3846115997,0.3126380462,666.90762465,35.313201854,811.48634379,56.545535938,4.89831,52.37457,Very Close
46,467.04004874,Private room,False,True,3,False,0,1,10,96,1,0.4715465423,0.1432629486,767.09882731,40.618392607,825.05276976,57.490864018,4.90002,52.37341,Very Close
47,983.29154266,Entire home/apt,False,False,3,True,0,0,10,100,2,1.4305110577,1.3525869354,322.01876863,17.051107765,423.35272433,29.499826918,4.87317,52.36917,Close
48,298.78377428,Private room,False,True,2,True,0,0,9,94,0,4.2242085873,1.5193110445,108.74589186,5.7581672304,138.78673113,9.6708591004,4.93986,52.34829,Close
49,196.61144049,Private room,False,True,4,False,0,0,9,94,1,6.198278629,2.3712668617,65.761079935,3.4820928777,81.384267477,5.6709728471,4.96617,52.40648,Kinda Far
50,430.24863497,Entire home/apt,False,False,2,False,0,0,10,96,1,3.0194408531,0.7924066229,144.54998381,7.6540176893,182.76198382,12.735117976,4.84941,52.37788,Very Close
51,319.64005343,Private room,False,True,2,False,0,1,9,95,1,0.3633454412,0.2096397288,1238.4667774,65.577638764,755.13222114,52.618699594,4.89843,52.3734,Very Close
52,405.64291238,Private room,False,True,4,True,0,0,9,98,1,5.0364977145,1.2466108858,87.204731861,4.6175484955,109.09580987,7.6019529904,4.82115,52.38375,Close
53,334.16914677,Private room,False,True,2,True,1,0,10,97,1,1.1517641328,0.8970263745,425.34588461,22.522347212,628.012449,43.760810981,4.881,52.366,Very Close
54,491.88011155,Private room,False,True,2,False,0,1,9,98,1,0.3751350636,0.1903946026,1888.5504277,100,747.8012494,52.107866936,4.89861,52.37326,Very Close
55,319.64005343,Private room,False,True,2,False,0,1,9,95,1,0.3605068052,0.2235065665,1030.2811397,54.554070923,761.55285428,53.066098549,4.89837,52.37355,Very Close
56,780.35291636,Private room,False,True,4,False,0,1,10,100,5,1.3955789099,0.8572393306,311.01411471,16.468404028,350.85036393,24.447758135,4.91319,52.37075,Very Close
57,355.02542591,Entire home/apt,False,False,2,False,0,0,9,90,1,1.483370594,0.5362382328,334.98270962,17.737557055,370.01446226,25.783140078,4.91113,52.36575,Very Close
58,1044.688679,Entire home/apt,False,False,4,False,0,0,10,98,2,1.5059239672,0.1757947043,304.27939552,16.111796172,364.86282483,25.42416657,4.9075,52.36296,Very Close
59,847.84289832,Entire home/apt,False,False,4,False,0,0,10,98,3,1.2673284617,1.1579997482,363.99412305,19.273730673,480.5837857,33.487769614,4.87652,52.36806,Close
60,373.77264312,Private room,False,True,2,True,1,0,10,98,1,0.9750693379,1.1049968777,355.61261087,18.829924033,528.58062227,36.83225824,4.884,52.38,Close
61,613.26834298,Entire home/apt,False,False,4,False,1,0,9,84,1,0.2272606763,0.4598073595,562.26530571,29.772321536,798.40676998,55.634132417,4.89248,52.37524,Very Close
62,238.32399878,Private room,False,True,2,True,0,0,10,98,1,5.8394381561,3.8330645371,73.916232948,3.9139136485,92.569207909,6.4503555884,4.97698,52.36234,Far
63,430.24863497,Entire home/apt,False,False,2,False,0,0,10,97,1,3.0295222156,0.9112465307,139.93497056,7.4096496713,176.92458875,12.32835989,4.85087,52.38181,Very Close
64,347.99521946,Entire home/apt,False,False,3,False,0,1,6,77,2,4.4168168863,0.446809352,117.23106924,6.2074630108,148.95235288,10.379214249,4.84034,52.35015,Very Close
65,330.41970333,Entire home/apt,False,False,2,False,0,0,10,98,1,2.5640519036,1.2481531878,167.5541603,8.8721041195,209.16777264,14.575111332,4.85619,52.3778,Close
67,259.18027793,Private room,False,True,2,True,1,0,10,98,1,5.241484168,0.6712405206,100.42265312,5.317446209,124.57652304,8.6806713561,4.859,52.331,Very Close
68,277.92749514,Private room,False,True,2,True,0,0,10,97,1,3.8329142251,2.3918012298,114.08673508,6.0409684279,144.91215723,10.097687604,4.94543,52.36055,Kinda Far
69,467.04004874,Entire home/apt,False,False,3,False,0,0,9,96,2,2.3878907808,1.430394432,181.67466782,9.6197943755,225.94750026,15.744346893,4.85835,52.37612,Close
70,583.74147587,Entire home/apt,False,False,2,True,0,0,10,99,1,2.5728433214,1.4724409675,148.99917333,7.8896052309,189.31140288,13.191490919,4.87162,52.39226,Close
71,374.9443442,Private room,False,True,4,False,0,1,6,88,1,0.9445213338,0.7271074309,320.23993924,16.956917567,458.13269247,31.923345137,4.89075,52.3816,Very Close
72,372.36660183,Private room,False,True,2,False,0,0,10,97,1,3.8932541936,0.6574336749,147.2297068,7.7959108024,179.48984244,12.507110457,4.86119,52.3442,Very Close
73,479.22573993,Shared room,True,False,2,True,0,0,10,96,1,1.3772429996,0.0779166157,549.5129603,29.097076373,555.05867905,38.677287331,4.89,52.361,Very Close
74,454.85435756,Entire home/apt,False,False,2,True,0,0,10,98,1,2.2849446847,1.8275555238,164.1643394,8.6926108505,210.69279251,14.68137691,4.87652,52.39109,Close
75,206.45372952,Private room,False,True,2,False,0,0,9,95,1,6.7928117853,2.4438170031,69.09737827,3.6587520913,85.690117254,5.9710106544,4.79837,52.35413,Kinda Far
76,497.73861692,Private room,False,True,2,False,1,0,10,95,1,1.0950533651,0.9852069073,295.52828014,15.648418798,431.27081185,30.051570649,4.88712,52.38237,Very Close
77,399.55006679,Entire home/apt,False,False,2,True,0,0,10,97,1,9.3355189205,0.3804858903,49.325672597,2.6118271386,61.589476764,4.291643351,4.98057,52.30865,Very Close
78,761.84003937,Private room,False,True,4,False,0,0,9,93,2,1.0911823261,1.2166748719,367.627857,19.4661393,434.21240512,30.2565451,4.87953,52.37845,Close
79,317.06231106,Private room,False,True,2,False,1,0,8,90,1,2.6322379402,1.1721670782,151.0364434,7.9974800344,191.45572626,13.340910457,4.86247,52.38767,Close
80,319.40571321,Private room,False,True,2,False,0,0,10,96,1,0.3530819578,0.4957339183,500.52348794,26.503051261,797.97960402,55.604366879,4.89344,52.3764,Very Close
81,209.03147189,Private room,False,True,2,True,1,0,10,97,1,4.687725165,3.6320314378,90.394841355,4.7864669128,112.98617695,7.8730393654,4.96166,52.36943,Far
82,209.03147189,Private room,False,True,2,True,1,0,10,98,1,4.6124755627,3.6259325489,92.046620267,4.8739297038,115.15689848,8.0242983651,4.9604,52.36854,Far
83,640.45180793,Entire home/apt,False,False,2,False,0,0,9,96,1,1.7326208039,0.5044308561,386.06001248,20.44213418,430.87063935,30.023686053,4.89663,52.35781,Very Close
84,209.03147189,Private room,False,True,2,True,1,0,10,98,1,4.6868968539,3.5958932398,90.27607422,4.7801781141,112.80215193,7.8602162376,4.96173,52.37003,Far
85,934.08009749,Private room,False,True,4,True,1,0,10,96,1,1.1199150497,0.3824055699,373.35897021,19.769605552,414.24593354,28.865252633,4.90714,52.36799,Very Close
86,210.20317297,Private room,False,True,2,False,1,0,9,88,1,2.4788953517,1.3334441452,172.83097351,9.1515148856,215.3640287,15.006875368,4.85743,52.37769,Close
87,221.21716308,Private room,False,True,2,False,0,0,9,94,1,6.0589886747,1.7481671674,77.949076706,4.1274554051,96.975872656,6.7574183279,4.80823,52.3569,Close
88,441.26262508,Private room,False,True,2,False,1,0,10,91,1,0.7922262181,0.7338243168,362.7604998,19.208409502,522.44513314,36.40472853,4.88958,52.38002,Very Close
89,325.49855881,Private room,False,True,2,False,1,0,8,80,1,0.9249996021,0.7817880236,327.0954295,17.319920332,478.72341377,33.358136221,4.88956,52.38126,Very Close
90,792.77294777,Entire home/apt,False,False,4,False,0,0,10,97,2,5.9020762321,1.9405543233,78.757127085,4.1702422095,97.756496967,6.811813353,4.80772,52.36412,Close
91,213.95261641,Private room,False,True,2,True,0,0,10,93,1,7.0179067544,0.2182564429,68.854928332,3.645914206,86.897952253,6.0551743349,4.94459,52.3186,Very Close
93,317.06231106,Private room,False,True,2,True,0,0,10,99,1,3.4008968845,1.5126488257,112.41548616,5.9524746868,140.57794644,9.7956735602,4.91,52.402,Close
94,319.64005343,Entire home/apt,False,False,2,True,0,0,10,95,1,3.4030984859,0.7077232272,159.62716331,8.4523643619,201.2395972,14.022664661,4.90258,52.3432,Very Close
95,1044.688679,Entire home/apt,False,False,2,False,0,0,10,98,1,3.0030686361,1.6344634192,146.78924735,7.7725881817,189.39821346,13.197540005,4.93297,52.3617,Close
96,310.96946547,Entire home/apt,False,False,2,False,0,0,9,94,1,3.5714007867,2.619748699,118.86254924,6.2938509606,151.68148797,10.569384309,4.94479,52.3678,Kinda Far
97,295.03433084,Entire home/apt,False,False,2,False,0,0,9,92,1,4.6654114118,2.9774802401,84.345339346,4.4661417618,105.92345538,7.380898765,4.89443,52.41516,Kinda Far
98,344.24577602,Entire home/apt,False,False,2,False,0,0,7,82,0,4.1570701726,0.1012318192,118.84801046,6.2930811225,151.47827587,10.555224198,4.91979,52.33963,Very Close
100,539.216835,Entire home/apt,False,False,2,False,0,0,10,98,1,3.7813310592,0.9202137109,138.15344179,7.3153165392,173.6379078,12.099339232,4.90733,52.34038,Very Close
101,460.94720315,Private room,False,True,2,True,0,0,10,98,1,0.5851829317,0.401275177,533.69067226,28.259275708,946.26994308,65.937451053,4.888,52.369,Very Close
103,415.48520142,Entire home/apt,False,False,4,True,1,0,10,98,1,5.0392331759,1.7304866027,78.495391187,4.1563831198,97.633023357,6.8032095342,4.92022,52.41538,Close
104,215.12431748,Private room,False,True,2,True,0,0,10,95,1,3.5992221201,2.4600460638,115.4003234,6.1105238021,143.56955113,10.00413288,4.94593,52.37431,Kinda Far
105,393.45722119,Private room,False,True,2,True,0,0,10,97,1,1.4993631412,0.2314822152,321.4334985,17.020117323,395.45478977,27.5558587,4.90441,52.36167,Very Close
106,232.23115319,Private room,False,True,2,False,0,0,10,97,0,3.7166793263,1.5569628923,103.66151269,5.4889459753,129.69180135,9.0371113081,4.91,52.405,Close
107,774.26007077,Entire home/apt,False,False,2,True,0,0,10,100,1,1.8105403189,0.5203169405,397.76419645,21.061878498,440.02030735,30.661248083,4.89575,52.35704,Very Close
108,291.05054718,Private room,False,True,2,False,0,0,9,90,1,0.653966982,0.351082698,400.54748926,21.209255701,659.90585793,45.983189601,4.89496,52.379,Very Close
109,604.59775502,Entire home/apt,False,False,4,True,1,0,10,95,1,1.8831520951,0.706728657,307.39288087,16.27665729,397.30658645,27.684894557,4.90042,52.35691,Very Close
110,467.04004874,Entire home/apt,False,False,2,False,0,0,10,97,1,1.4071102008,1.3814078102,310.10706578,16.420375184,409.41517368,28.528638336,4.87254,52.37197,Close
111,744.49886345,Entire home/apt,False,False,2,False,0,0,10,92,0,2.6780920015,1.8440944776,219.39308301,11.617009522,268.47202624,18.707517045,4.86068,52.35961,Close
112,250.74403018,Private room,False,True,2,True,1,0,10,94,1,2.0615765546,1.5581771678,307.31770884,16.272676881,339.99906958,23.691624332,4.8684,52.36252,Close
113,544.13797952,Private room,False,True,4,True,1,0,10,97,2,1.7922375063,1.874873289,225.47851576,11.939237229,277.36088312,19.326905381,4.86873,52.37932,Close
114,424.15578938,Entire home/apt,False,False,2,False,0,0,10,97,1,3.3426480507,0.647097192,156.64429056,8.2944192681,199.27826604,13.885996284,4.90867,52.34474,Very Close
115,675.6028402,Entire home/apt,False,False,2,True,0,0,10,97,1,1.2265998446,0.4873379813,413.52982294,21.896678896,546.83133372,38.103994072,4.89768,52.36257,Very Close
116,909.4743749,Entire home/apt,False,False,4,True,1,0,10,98,2,2.6187094014,0.4308307558,253.50408604,13.423209797,323.27667885,22.526384088,4.89072,52.34974,Very Close
117,264.10142245,Private room,False,True,2,True,0,0,10,98,1,2.8509570239,1.0720367196,147.95593681,7.8343651639,189.04311129,13.172795975,4.85345,52.38147,Close
118,196.61144049,Private room,False,True,2,True,1,0,10,97,1,10.723483252,0.4545625659,42.645245436,2.2580940816,53.036138168,3.6956344118,4.99394,52.29924,Very Close
119,700.44290301,Entire home/apt,False,False,4,True,0,0,9,97,2,4.9344937049,1.0142340426,92.045835131,4.8738881303,114.365488,7.9691517438,4.82065,52.37422,Close
120,307.22002203,Private room,False,True,2,True,0,0,10,99,1,3.8163011361,2.6424072014,108.99533136,5.771375218,135.99901005,9.4766066847,4.94913,52.37407,Kinda Far
121,528.20284489,Private room,False,True,4,False,1,0,10,93,1,4.2955608626,0.1831750782,114.5205858,6.0639411119,147.03319422,10.245484513,4.92111,52.33864,Very Close
122,675.6028402,Entire home/apt,False,False,2,False,0,0,10,94,1,3.3720972917,2.1386838644,128.52756957,6.8056202093,180.49472411,12.577132057,4.9399,52.36333,Kinda Far
123,675.6028402,Entire home/apt,False,False,4,True,0,0,10,98,1,1.9608568653,0.5004265868,340.93214421,18.052583569,417.42472196,29.086755184,4.897,52.35577,Very Close
124,515.78281349,Entire home/apt,False,False,3,False,0,0,9,97,1,3.1412948012,2.2704517555,134.32603174,7.1126526342,168.9305812,11.771325942,4.93871,52.369,Kinda Far
125,442.66866637,Entire home/apt,False,False,2,False,0,0,10,100,1,1.6809149161,0.2041611879,274.33941066,14.52645408,330.59884668,23.036603276,4.91029,52.36239,Very Close
126,596.16150728,Entire home/apt,False,False,4,False,0,0,10,98,3,1.9343923827,0.2811494141,459.24950771,24.317566583,571.25832117,39.8061017,4.89247,52.35585,Very Close
127,920.48836501,Entire home/apt,False,False,4,True,0,0,10,99,3,1.2475451828,0.9395393089,263.35857411,13.945011488,352.20147793,24.541905702,4.89025,52.38431,Very Close
128,718.95578,Entire home/apt,False,False,2,False,0,0,10,100,1,2.8703632528,0.6699301442,220.71688222,11.68710557,279.15415462,19.451863119,4.89006,52.3475,Very Close
129,276.52145385,Private room,False,True,2,True,1,0,10,96,1,7.7230531795,3.246336196,60.534568479,3.2053456233,74.772252601,5.2102381377,4.78696,52.34881,Far
130,988.21268718,Entire home/apt,False,False,4,False,0,0,9,98,3,2.0649805644,0.1256081741,400.20494859,21.191117945,639.76414679,44.579686191,4.89051,52.35474,Very Close
131,270.42860825,Private room,False,True,2,True,1,0,10,98,1,2.4735025667,0.3348317398,268.72625962,14.229234003,355.70069079,24.785735889,4.893,52.351,Very Close
132,798.63145314,Entire home/apt,False,False,4,False,1,0,8,87,2,0.2183661016,0.2591512188,645.97024852,34.204553876,823.44000106,57.378483974,4.89001,52.37271,Very Close
134,479.46008014,Entire home/apt,False,False,3,False,0,0,9,92,1,2.0100169721,1.475092174,208.18031057,11.023285771,245.56104275,17.111046753,4.92243,52.37119,Close
135,934.08009749,Entire home/apt,False,False,2,True,1,0,10,99,1,1.1547535644,1.2846700786,339.70881348,17.987807394,407.71576778,28.410221288,4.879,52.379,Close
136,639.04576664,Entire home/apt,False,False,4,False,1,0,10,94,2,1.8376328982,1.5842387595,194.14088444,10.279888829,253.20739871,17.643855837,4.88431,52.38885,Close
138,1020.0829564,Entire home/apt,False,False,4,True,0,0,9,96,2,1.3888079007,0.1269511244,482.45631173,25.546382275,518.98512425,36.163630133,4.89297,52.36075,Very Close
140,798.63145314,Entire home/apt,False,False,2,False,0,0,10,99,1,3.4183051604,1.1743112777,158.53837353,8.3947122198,200.84515684,13.995179489,4.85108,52.35643,Close
141,854.40442434,Entire home/apt,False,False,4,False,0,0,10,98,3,3.3858261602,0.8591961021,182.70045271,9.6741103667,210.63017024,14.6770133,4.8698,52.34635,Very Close
142,614.44004406,Private room,False,True,2,False,1,0,8,78,1,3.6811019023,0.6261363395,128.85334689,6.8228703349,160.75744101,11.201809775,4.83983,52.36761,Very Close
143,283.78600052,Private room,False,True,2,False,0,0,9,92,1,1.1876186249,0.7745627021,450.53549114,23.856153616,703.80510059,49.042151989,4.882,52.365,Very Close
144,870.10521876,Entire home/apt,False,False,4,False,0,0,10,98,3,3.7690531201,1.5272057404,120.51708068,6.3814594998,156.61210701,10.912956938,4.93745,52.35297,Close
145,180.20762543,Private room,False,True,2,False,1,0,9,90,1,2.1964367863,1.8872866334,224.21027921,11.872083261,278.18908666,19.384615795,4.862,52.368,Close
146,242.07344222,Private room,False,True,2,True,0,0,10,97,1,8.2833276321,0.5951119453,55.108222824,2.9180170153,68.817840639,4.7953261454,4.98141,52.32206,Very Close
147,418.06294378,Private room,False,True,4,False,1,0,9,91,1,3.7521415598,2.4799150423,110.15535186,5.8327990738,137.09827686,9.5532051776,4.94807,52.3756,Kinda Far
148,281.44259836,Private room,False,True,2,False,0,0,10,92,1,2.4074427245,1.3443515379,183.53262067,9.718174213,233.47832125,16.269105335,4.92623,52.36568,Close
149,215.12431748,Private room,False,True,2,False,0,1,10,93,1,8.5684075062,0.8093578607,53.066296989,2.8098956856,66.178869844,4.6114388637,4.987,52.322,Very Close
150,448.52717175,Private room,False,True,2,False,1,0,10,97,1,1.1011644838,0.3515608641,496.15378009,26.271672326,682.34504276,47.546784284,4.88887,52.36368,Very Close
151,614.44004406,Entire home/apt,False,False,2,False,0,0,10,98,1,2.3789758331,0.3727314901,274.16536633,14.517238317,356.29388098,24.827070235,4.89525,52.35189,Very Close
152,279.09919621,Private room,False,True,2,False,0,1,9,86,1,8.5684047804,0.8093416221,53.066324783,2.8098971573,66.178906784,4.6114414377,4.987,52.322,Very Close
153,663.65148923,Entire home/apt,False,False,2,False,0,0,8,80,1,3.6035604729,0.5668273885,142.29645697,7.5346919457,180.87281228,12.603477786,4.9117,52.34291,Very Close
154,279.09919621,Private room,False,True,2,False,1,0,9,96,1,3.0186155859,0.5247043218,204.41391112,10.823852417,265.8392432,18.524060935,4.89016,52.34616,Very Close
155,1044.688679,Entire home/apt,False,False,2,False,0,0,10,100,1,0.7632839135,0.7397462392,526.22883578,27.864166509,605.44201266,42.188070505,4.88204,52.37212,Very Close
156,299.72113514,Private room,False,True,2,False,1,0,9,93,1,4.137211264,2.8408930194,94.190308754,4.9874394335,119.04949047,8.295539775,4.893,52.41042,Kinda Far
157,405.64291238,Entire home/apt,False,False,2,False,1,0,10,89,1,3.636776791,0.440402729,123.57550523,6.5434051121,154.23636491,10.74741181,4.8398,52.37533,Very Close
159,985.63494481,Entire home/apt,False,False,2,False,0,0,10,97,1,2.1196232016,1.5086101517,328.17306138,17.376981656,341.15334882,23.77205617,4.86897,52.3612,Close
161,305.81398074,Private room,False,True,4,True,0,0,10,96,1,3.710792891,0.2215851965,119.55105182,6.3303076298,149.49613491,10.417105764,4.83906,52.37755,Very Close
162,937.59520071,Private room,False,True,4,False,0,1,9,92,1,1.0057848731,0.5415389094,475.88702671,25.198534269,761.97648179,53.095617523,4.887,52.365,Very Close
163,292.45658848,Private room,False,True,2,True,0,0,9,87,1,4.7189715137,0.7322021631,112.56208682,5.9602372892,138.72512165,9.6665660631,4.84805,52.34101,Very Close
164,552.80856748,Entire home/apt,False,False,4,True,1,0,10,99,1,4.4561388218,0.4126505146,115.88172696,6.1360144403,149.43175597,10.412619746,4.83969,52.3501,Very Close
166,251.91573126,Private room,False,True,2,False,0,0,8,86,1,2.4303914975,0.3131754497,157.01224846,8.3139028831,192.15595869,13.38970366,4.92126,52.38666,Very Close
167,258.24291707,Private room,False,True,2,False,1,0,9,91,1,3.1682370659,0.9120456255,203.65531341,10.783684164,232.54612856,16.204148807,4.875,52.347,Very Close
168,562.88519673,Private room,False,True,4,False,0,0,10,96,1,0.9580992249,0.9885629383,525.8757741,27.845471658,497.46385083,34.663996838,4.8791,52.37409,Very Close
169,462.11890423,Entire home/apt,False,False,2,False,0,1,10,90,0,0.3714395452,0.1347285238,560.6407649,29.686301021,844.84792389,58.870218837,4.89278,52.3699,Very Close
170,458.36946078,Entire home/apt,False,False,2,True,1,0,10,99,1,2.1466467912,1.394546803,395.23758011,20.928092483,349.66898287,24.365437803,4.87073,52.35964,Close
171,184.4257493,Private room,False,True,2,True,0,0,10,98,1,3.4720980191,1.0285218655,142.30734864,7.535268667,176.09584143,12.270611584,4.8445,52.3638,Close
172,780.58725658,Entire home/apt,False,False,4,False,1,0,10,100,2,2.219048516,0.1534425611,225.64442507,11.948022238,299.82150838,20.891994064,4.90945,52.35598,Very Close
173,228.71604996,Private room,False,True,2,False,1,0,10,90,1,1.2589013861,1.1347773626,374.48153321,19.829046009,495.89963347,34.554999922,4.87725,52.36741,Close
174,221.45150329,Private room,False,True,2,True,1,0,10,100,1,10.853492735,0.7640354187,42.025121188,2.2252580906,52.24171152,3.64027762,4.99856,52.30013,Very Close
175,385.95833431,Private room,False,True,2,False,1,0,9,93,0,0.1613319628,0.3700923222,625.90679444,33.142180651,1022.0041248,71.214717793,4.89161,52.37436,Very Close
