VAR1,realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat,metro_dist_group
921,368.85149861,Entire home/apt,False,False,2,False,0,0,10,100,1,3.9095556305,0.7112808073,145.65739199,7.7126556882,193.83279448,13.50654799,4.85897,52.34498,Very Close
922,217.70205985,Private room,False,True,2,False,0,0,10,100,1,4.2213741609,0.5180858655,110.71340051,5.8623481211,137.24584008,9.5634875954,4.83161,52.36842,Very Close
924,409.39235582,Entire home/apt,False,False,4,False,1,0,10,93,2,2.5666673907,1.8889518288,162.48125216,8.6034902629,201.36312755,14.031272433,4.93062,52.37102,Close
925,196.61144049,Private room,False,True,2,True,0,0,10,96,1,4.8301313945,2.7472044634,81.619189886,4.3217903365,102.23463895,7.1238567295,4.89988,52.41645,Kinda Far
926,589.83432147,Entire home/apt,False,False,2,True,0,0,10,98,1,1.3052844539,1.2304782798,342.35968199,18.128172643,445.41067376,31.036856569,4.87488,52.36959,Close
927,356.4314672,Private room,False,True,2,True,0,0,10,95,0,2.4688419741,1.8489324105,252.05318182,13.346383455,304.30658048,21.20452034,4.864,52.36,Close
928,682.16436623,Entire home/apt,False,False,4,True,0,0,8,92,2,1.9767603993,1.8235124572,185.17679364,9.8052342647,254.24189778,17.715941221,4.87962,52.38897,Close
929,356.4314672,Entire home/apt,False,False,2,False,0,0,10,97,1,3.0639405778,1.3499227422,167.45202358,8.8666959125,206.08625636,14.360386844,4.85137,52.36294,Close
930,1049.3754833,Entire home/apt,False,False,4,True,0,0,9,95,2,1.352717151,1.4656809012,291.58193752,15.439457334,350.7965309,24.444006972,4.8758,52.37921,Close
931,952.35863427,Entire home/apt,False,False,4,True,0,0,10,98,2,3.5722610459,0.1940536047,157.29893151,8.3290829412,197.94210719,13.792890812,4.89522,52.34115,Very Close
932,454.85435756,Entire home/apt,False,False,3,False,0,0,9,92,1,1.2286417128,0.4988160279,520.55771618,27.563876958,1144.9364038,79.780815859,4.88505,52.36335,Very Close
933,823.47151595,Entire home/apt,False,False,2,True,1,0,10,96,1,0.5684281277,0.5387855498,599.71004691,31.755045463,683.21436996,47.607360254,4.885,52.372,Very Close
934,737.23431678,Entire home/apt,False,False,4,False,0,0,10,99,3,2.403629097,1.8510833526,214.72729333,11.369952858,265.28990252,18.485782086,4.86005,52.36565,Close
936,919.08232372,Entire home/apt,False,False,2,False,0,0,9,96,1,1.4362811734,0.2346408021,331.48625377,17.552417394,396.33903445,27.617474142,4.90487,52.36252,Very Close
937,227.31000867,Private room,False,True,2,True,0,0,10,97,1,3.6067223036,1.513719198,125.67990919,6.6548346998,163.77468889,11.412055948,4.93597,52.3542,Close
938,539.45117522,Entire home/apt,False,False,2,False,0,0,10,95,1,2.94311923,0.8924623428,149.82777298,7.9334801327,187.79681396,13.085952184,4.85019,52.37641,Very Close
939,366.27375624,Private room,False,True,2,True,0,0,10,97,1,0.7574287959,0.223172717,427.96884845,22.66123489,525.35107775,36.607218932,4.90411,52.37226,Very Close
940,657.32430342,Entire home/apt,False,False,4,True,0,0,10,93,2,2.5253835166,0.7718199874,184.21696965,9.7544109464,231.66587584,16.142811531,4.92138,52.35855,Very Close
941,218.63942071,Private room,False,True,2,False,1,0,8,87,1,4.399832982,2.9097510104,89.017110581,4.7135151529,112.06754629,7.8090278593,4.89351,52.41278,Kinda Far
942,1013.9901108,Entire home/apt,False,False,4,False,1,0,9,91,1,1.3307466254,0.3997935402,358.84994645,19.001343103,442.81494349,30.85598235,4.9023,52.36268,Very Close
943,307.22002203,Private room,False,True,2,True,0,0,10,97,1,3.1304863804,1.7015002076,191.22214742,10.125339764,234.19255345,16.318874062,4.85975,52.35387,Close
944,319.40571321,Private room,False,True,3,False,1,0,10,95,1,1.1103474018,1.2007247088,383.8014674,20.322542717,425.12366686,29.623228741,4.878,52.377,Close
945,786.44576196,Entire home/apt,False,False,2,False,0,0,9,96,1,1.3323040058,0.2708889023,596.68675749,31.594960279,642.7843748,44.790140024,4.88744,52.36177,Very Close
946,614.44004406,Private room,False,True,3,False,0,0,9,93,1,0.8152831559,0.7488679155,475.39414373,25.172435787,607.01146279,42.297432048,4.88179,52.37083,Very Close
947,934.08009749,Entire home/apt,False,False,4,False,0,0,9,94,2,0.4719180295,0.3152712773,483.15815731,25.583545465,781.6229805,54.464613819,4.8958,52.37714,Very Close
948,282.84863966,Private room,False,True,4,False,0,0,9,94,2,3.2417507925,2.4770252475,128.91826253,6.8263076613,161.81309363,11.275369168,4.94057,52.37102,Kinda Far
949,233.63719448,Private room,False,True,2,True,1,0,10,98,1,3.7614260823,0.3398083009,118.82275102,6.2917436188,148.34088625,10.336606375,4.8381,52.37639,Very Close
950,233.63719448,Private room,False,True,2,True,0,0,10,96,1,4.0359712,0.8907361492,132.91812726,7.0381031565,170.9816092,11.914244524,4.84736,52.35017,Very Close
951,540.62287629,Entire home/apt,False,False,2,False,0,0,10,96,1,3.9281877177,1.0276557871,138.31916237,7.324091554,180.05701404,12.54663179,4.84943,52.35017,Close
952,653.8092002,Entire home/apt,False,False,2,False,1,0,10,99,1,2.5868503859,1.2679339917,294.63178524,15.600948797,304.69435418,21.231540969,4.87195,52.35392,Close
953,1005.0851827,Entire home/apt,False,False,4,False,0,0,9,97,3,1.5747937918,1.200842179,370.02178223,19.592899231,469.58882902,32.721625213,4.87465,52.3647,Close
954,522.34433951,Private room,False,True,2,False,0,0,9,94,1,0.4341683997,0.5092369592,639.70938629,33.873037061,664.8245178,46.325928897,4.88681,52.37387,Very Close
955,245.82288567,Private room,False,True,2,True,1,0,10,96,1,2.968596307,0.9216298508,156.46209494,8.2847718885,204.82846643,14.272742232,4.92491,52.35499,Very Close
956,614.44004406,Entire home/apt,False,False,4,False,0,0,10,93,2,1.0566123014,0.4322277894,430.36024175,22.787860755,644.33237759,44.898007085,4.89774,52.36417,Very Close
957,390.64513861,Entire home/apt,False,False,2,False,0,0,9,94,1,2.1702178061,1.9014311128,171.70455339,9.0918701917,221.3268813,15.422375517,4.8772,52.39014,Close
958,442.43432615,Private room,False,True,2,True,0,0,9,95,1,2.1065658427,0.4599680995,467.83818298,24.772342645,433.57312229,30.211998952,4.88425,52.35509,Very Close
959,556.79235114,Entire home/apt,False,False,2,False,0,0,10,98,1,3.3225399978,2.0628729772,130.74156021,6.9228524846,173.58210686,12.095450942,4.93893,52.36299,Kinda Far
960,374.9443442,Entire home/apt,False,False,4,False,0,0,10,93,2,3.7944708118,1.763390617,101.69769605,5.3849605793,127.53192459,8.8866079884,4.90739,52.4062,Close
961,460.71286293,Entire home/apt,False,False,4,False,1,0,9,91,1,3.8480784383,1.7251660366,100.4078057,5.3166600281,125.80502985,8.766275478,4.90817,52.40657,Close
962,264.10142245,Entire home/apt,False,False,2,False,1,0,9,98,2,2.4946403061,1.3736009941,177.94150579,9.4221209652,221.55202647,15.438063956,4.85652,52.37447,Close
963,399.55006679,Entire home/apt,False,False,4,False,0,0,10,97,1,3.4696256125,2.4459776014,123.20052848,6.5235498441,157.06034338,10.944190693,4.94278,52.36631,Kinda Far
964,432.3576969,Private room,False,True,3,False,0,0,10,92,1,1.9724401038,0.2926964804,470.8171823,24.930082639,484.22016469,33.741157733,4.8881,52.35577,Very Close
965,393.45722119,Private room,False,True,2,False,1,0,9,93,1,3.7985776785,2.4020265044,114.95750912,6.0870764917,146.02110846,10.174960921,4.9453,52.3612,Kinda Far
967,228.71604996,Private room,False,True,2,False,0,0,9,92,1,4.6777733246,0.7765772206,101.97271093,5.3995228,126.3826141,8.8065223796,4.82664,52.36261,Very Close
968,393.45722119,Private room,False,True,3,False,0,0,10,94,1,9.7381961769,0.6237549279,47.548952793,2.5177486444,59.418698804,4.1403804196,4.97419,52.30116,Very Close
969,651.23145783,Entire home/apt,False,False,4,False,0,0,9,97,2,2.3323800726,1.4786928793,183.69488064,9.7267659867,228.27444042,15.906491432,4.85941,52.37702,Close
971,319.64005343,Private room,False,True,4,True,1,0,10,91,1,2.2544693843,0.6769268165,261.11855355,13.826400911,329.11078924,22.932913293,4.90049,52.35348,Very Close
972,390.87947883,Entire home/apt,False,False,2,False,0,0,10,91,0,2.5268300969,1.3586437224,303.72395493,16.082385224,318.99247039,22.227854278,4.87076,52.3551,Close
973,552.80856748,Entire home/apt,False,False,2,False,0,0,9,93,1,2.4826600391,0.2351301163,194.82977162,10.316365863,251.9573864,17.556753181,4.91484,52.35532,Very Close
974,935.01745835,Entire home/apt,False,False,4,False,0,0,8,86,2,2.0410888391,0.1504065295,406.84333398,21.542624862,491.27382688,34.232667063,4.89104,52.35493,Very Close
975,192.86199705,Shared room,True,False,4,False,1,0,8,84,1,9.4016647806,0.6406848178,49.072987525,2.5984472962,61.315188649,4.2725305606,4.97829,52.30676,Very Close
976,276.28711363,Private room,False,True,2,False,0,1,8,83,1,2.2497184584,0.4806636558,208.58981615,11.044969363,262.50690331,18.291858697,4.9159,52.3586,Very Close
977,262.92972137,Private room,False,True,2,False,1,0,10,95,1,3.0634913554,0.9969771641,215.21143594,11.395588531,254.73144304,17.750053439,4.87705,52.34751,Very Close
978,546.71572189,Entire home/apt,False,False,2,True,1,0,10,97,1,0.6097202095,0.2295607311,430.97760607,22.820550605,684.31073868,47.683756804,4.89663,52.37827,Very Close
979,312.14116655,Private room,False,True,2,True,1,0,10,93,1,0.2907284991,0.4610551131,576.41869888,30.521753109,827.77682124,57.680679844,4.89491,52.3756,Very Close
980,368.61715839,Entire home/apt,False,False,2,False,0,0,10,97,1,1.6692295089,1.4952752481,212.05315304,11.228355353,276.09477756,19.238681324,4.88313,52.38694,Close
981,782.4619783,Entire home/apt,False,False,4,False,0,0,10,96,1,1.7333371289,0.3500259711,1502.5536688,79.561215138,537.94103889,37.484505537,4.89134,52.35769,Very Close
982,344.24577602,Private room,False,True,2,True,0,0,10,96,1,1.9399110492,1.9201387774,230.97353674,12.230202241,289.46549577,20.170372205,4.86465,52.37233,Close
983,430.24863497,Entire home/apt,False,False,2,False,0,0,10,98,1,3.0912317369,0.5210072616,200.06353698,10.593497216,251.50928838,17.525529066,4.88835,52.3456,Very Close
984,940.17294308,Entire home/apt,False,False,4,True,0,0,10,96,3,7.9968829582,0.7716152348,56.758910451,3.005422022,70.826914892,4.9353213298,4.98295,52.32698,Very Close
985,325.49855881,Private room,False,True,2,True,1,0,9,94,2,2.1389703713,0.3887324055,176.29067535,9.3347083965,214.42072181,14.941144387,4.91646,52.38609,Very Close
986,841.98439294,Entire home/apt,False,False,4,True,0,0,10,98,3,1.3319176883,1.2106720387,362.37684835,19.188094903,478.42248235,33.337166887,4.87615,52.36726,Close
987,309.79776439,Private room,False,True,2,True,1,0,10,94,0,1.1714105315,1.0160620704,279.33915593,14.791193914,385.79872467,26.883010192,4.88732,52.38315,Close
988,399.31572657,Entire home/apt,False,False,2,False,1,0,10,96,1,3.5431629872,2.4277815443,121.3451824,6.4253080363,155.54502098,10.838600848,4.94334,52.36495,Kinda Far
989,953.76467556,Private room,False,True,4,False,0,0,9,93,1,2.1059189066,1.9538647842,176.11711733,9.3255183844,227.91254737,15.881274203,4.87776,52.38967,Close
990,504.06580273,Private room,False,True,2,False,0,0,10,93,1,0.3537205344,0.3148687796,692.10448939,36.647392584,800.28553374,55.765047379,4.89792,52.37442,Very Close
991,264.10142245,Private room,False,True,4,False,0,1,9,86,1,5.9064161121,3.8822225366,73.048919829,3.8679888425,91.393651579,6.368441132,4.97807,52.36259,Far
992,332.06008483,Private room,False,True,2,True,1,0,10,99,1,3.6577495246,0.4629715947,162.66904826,8.6134341911,191.79404717,13.364485145,4.872,52.343,Very Close
993,332.06008483,Private room,False,True,2,True,1,0,10,99,1,3.6577320764,0.4629939372,162.67020767,8.6134955826,191.79507895,13.364557041,4.872,52.343,Very Close
994,218.87376093,Private room,False,True,2,True,0,0,10,98,1,5.2119710404,3.2363203218,76.175210848,4.0335280293,95.242443231,6.6366304717,4.89537,52.42006,Far
995,356.4314672,Private room,False,True,2,True,0,0,10,95,1,0.4435518549,0.5525735317,659.24152339,34.907276699,656.97441144,45.778922192,4.88697,52.37458,Very Close
996,491.64577133,Entire home/apt,False,False,2,False,0,0,10,95,1,2.1250578102,0.5636906907,218.60885279,11.575484011,271.82898548,18.941434794,4.91579,52.36012,Very Close
997,454.85435756,Entire home/apt,False,False,3,False,0,0,10,99,2,5.6288865415,1.6184893548,90.287068778,4.7807602833,111.45489154,7.7663371951,4.8972,52.3227,Close
998,329.48234246,Private room,False,True,2,True,1,0,10,96,0,0.9823778597,0.8507927068,315.88225721,16.726175408,473.97955895,33.027577592,4.88874,52.38165,Very Close
999,702.78630516,Entire home/apt,False,False,2,False,0,1,10,94,1,0.4162423119,0.4460427487,598.89650941,31.711968112,688.97699719,48.00890841,4.887,52.373,Very Close
1000,307.22002203,Entire home/apt,False,False,3,False,0,0,9,94,1,2.7277437746,0.9837028381,167.91711768,8.8913229543,217.38688155,15.147830665,4.92493,52.35835,Very Close
1001,230.8251119,Private room,False,True,2,False,1,0,9,89,1,2.9932325581,2.2304432505,139.63652005,7.3938465186,174.46536191,12.156997425,4.93685,52.37062,Kinda Far
1002,504.06580273,Entire home/apt,False,False,3,True,0,0,10,97,1,2.7459011466,1.1785697748,152.91049105,8.0967121029,194.56201966,13.55736145,4.85506,52.38143,Close
1003,209.03147189,Private room,False,True,2,False,0,0,8,100,1,3.3235731333,1.4042523229,170.16804458,9.0105110294,243.31178665,16.954315351,4.85497,52.35459,Close
1004,442.66866637,Private room,False,True,2,False,1,0,10,93,1,0.5895222555,0.0567934111,522.4858235,27.665971522,628.65627794,43.805673908,4.90148,52.3719,Very Close
1005,334.16914677,Private room,False,True,2,True,0,0,10,100,1,2.5991483877,1.4611043108,185.48630101,9.8216228852,230.27925142,16.046189546,4.85572,52.36851,Close
1006,1148.7357345,Entire home/apt,False,False,4,False,0,0,9,96,2,2.1411656717,0.5815287316,259.91105807,13.762463223,340.3709217,23.717535523,4.90287,52.35494,Very Close
1007,1167.2486115,Entire home/apt,False,False,4,False,0,0,10,98,3,3.9996056316,2.8861418687,104.57866279,5.5375096826,130.97240814,9.1263458323,4.95183,52.37263,Kinda Far
1008,288.70714503,Private room,False,True,3,True,0,0,10,98,1,5.0679834254,2.8095185165,78.081742854,4.1344801657,97.592376941,6.8003772335,4.90144,52.4185,Kinda Far
1009,184.4257493,Private room,False,True,2,False,0,1,9,88,1,5.6182987138,1.4834041357,71.451490314,3.7834038882,88.493704312,6.1663686343,4.946,52.412,Close
1010,372.36660183,Entire home/apt,False,False,2,False,0,0,9,90,1,1.8867031699,1.9547125436,208.57937268,11.044416374,261.56803309,18.226436869,4.8694,52.38202,Close
1011,640.45180793,Entire home/apt,False,False,2,False,1,0,9,93,1,2.1575576443,0.1937857537,387.36686707,20.511332998,438.12094291,30.528897636,4.88783,52.35411,Very Close
1012,304.87661988,Private room,False,True,4,False,0,1,8,85,1,5.8367613223,3.9293981241,73.828905536,3.909289604,92.344185868,6.4346757288,4.97723,52.36321,Far
1013,313.31286762,Entire home/apt,False,False,2,False,0,0,9,95,1,2.0503115341,1.7894569755,212.58792124,11.256671684,264.01150089,18.396701221,4.86306,52.37449,Close
1014,209.03147189,Shared room,True,False,2,False,0,0,9,94,1,1.9944623193,1.8010989377,192.73190293,10.205282321,253.38722149,17.656386147,4.871,52.385,Close
1015,475.47629649,Private room,False,True,2,True,1,0,10,96,1,0.5065771383,0.3000801943,504.61783049,26.719849419,728.26563054,50.746596907,4.89523,52.36887,Very Close
1016,546.71572189,Entire home/apt,False,False,2,True,0,0,9,96,1,1.8996452932,1.635648971,188.68667377,9.9910847493,246.12088124,17.150057104,4.88422,52.38942,Close
1017,227.31000867,Private room,False,True,2,True,0,0,10,92,1,3.0361831418,0.5378669311,192.85778322,10.211947767,253.21923703,17.644680748,4.896,52.346,Very Close
1018,749.42000797,Entire home/apt,False,False,2,False,0,0,9,93,1,1.0626208179,0.929788716,408.91181538,21.652152327,556.84323361,38.80163766,4.8802,52.36786,Very Close
1019,310.73512525,Entire home/apt,False,False,2,False,0,0,9,90,1,2.2734285723,2.0021775064,231.6524132,12.266149201,283.22044651,19.735208188,4.86228,52.36538,Kinda Far
1020,431.42033604,Private room,False,True,2,True,1,0,10,96,1,0.4478046276,0.260824917,515.65994391,27.304536662,720.48763919,50.204615279,4.89556,52.3695,Very Close
1021,275.34975277,Private room,False,True,2,False,0,0,9,87,1,6.6453035074,2.5385547022,69.690689292,3.6901683042,86.598486267,6.0343071142,4.79735,52.36172,Kinda Far
1022,261.75802029,Private room,False,True,2,False,0,0,10,100,1,3.2215505159,0.8038981232,131.66029194,6.9714999403,167.2463074,11.653963321,4.84847,52.38285,Very Close
1023,196.61144049,Private room,False,True,2,False,1,0,8,84,1,10.967236271,1.8192398417,41.275846754,2.1855835115,51.294231781,3.5742558686,5.01077,52.30598,Close
1025,293.62828955,Private room,False,True,3,False,1,0,8,86,0,2.1831737892,1.9037805168,247.06893675,13.082464367,300.00811861,20.904997333,4.864,52.365,Close
1026,497.73861692,Entire home/apt,False,False,2,False,0,1,9,91,1,2.9241018445,0.5118896741,173.08183075,9.1647979427,225.76347146,15.731523502,4.91302,52.34995,Very Close
1027,312.14116655,Private room,False,True,2,True,1,0,10,97,1,1.8708432638,0.7145104242,311.66960022,16.503112421,407.23647667,28.376823594,4.90015,52.35698,Very Close
1028,280.03655707,Private room,False,True,2,True,1,0,10,97,1,2.0721371839,0.5703225104,300.30813391,15.901515231,373.07830545,25.996633079,4.89865,52.35492,Very Close
1029,675.6028402,Entire home/apt,False,False,2,False,0,0,10,100,1,2.4144613396,0.4050562244,266.78212105,14.126290574,351.75003454,24.510448477,4.89549,52.35158,Very Close
1030,682.16436623,Entire home/apt,False,False,4,False,0,0,9,92,2,2.3025871302,0.1266261912,325.42097901,17.231257066,409.00488688,28.500048962,4.88956,52.35265,Very Close
1031,946.03144846,Entire home/apt,False,False,6,False,1,0,9,94,2,1.1175090955,1.0089999879,390.42489902,20.673257822,520.67183674,36.281162686,4.87854,52.3686,Close
1032,192.86199705,Private room,False,True,2,False,1,0,9,94,1,7.3858049772,3.6962672412,59.206036038,3.1349989478,75.282860201,5.2458180098,4.99774,52.3558,Far
1033,538.27947414,Entire home/apt,False,False,2,False,0,0,9,95,1,3.0735680076,1.5823945599,203.79029139,10.790831338,236.28458144,16.464649583,4.86335,52.35246,Close
1035,439.85658379,Entire home/apt,False,False,3,True,0,0,9,97,1,2.2564857988,1.6947499665,203.85976716,10.794510127,262.94496169,18.322383235,4.8601,52.37139,Close
1036,658.73034471,Entire home/apt,False,False,4,False,0,0,8,88,2,3.5258935891,1.1480507847,154.83016683,8.1983602107,199.0050076,13.866955242,4.85107,52.35473,Close
1037,218.87376093,Private room,False,True,2,True,0,0,10,96,1,3.0509173892,1.4531613137,181.15888792,9.592483487,229.99893456,16.026656664,4.85508,52.35873,Close
1038,921.66006608,Entire home/apt,False,False,4,True,0,0,10,100,2,3.5863077478,0.8560097913,139.37769757,7.3801416963,172.47291669,12.018160975,4.84374,52.362,Very Close
1039,315.89060999,Private room,False,True,2,True,1,0,10,96,1,1.7341784701,1.82035839,232.1010542,12.28990504,284.96616025,19.856852033,4.86966,52.37933,Close
1040,509.92430811,Entire home/apt,False,False,2,False,0,0,9,90,1,2.8186260425,1.518472414,179.44329984,9.5016419582,220.78014403,15.384278077,4.85394,52.36503,Close
1041,899.63208586,Entire home/apt,False,False,4,False,0,0,9,95,1,3.9912858422,0.1572362826,124.17077655,6.5749251239,160.42262992,11.178479657,4.91886,52.34101,Very Close
1042,245.58854545,Private room,False,True,2,False,1,0,10,89,1,4.857013311,0.2160189121,104.48427985,5.532512043,130.36219093,9.0838250187,4.83453,52.34833,Very Close
1043,386.89569517,Entire home/apt,False,False,2,False,0,0,9,88,1,3.5133546872,0.8891445983,150.68341588,7.9787869927,190.32401854,13.262051435,4.90621,52.34269,Very Close
1044,1155.2972606,Entire home/apt,False,False,4,False,0,0,9,92,2,1.141082073,1.1646812551,385.10649334,20.391644707,436.37782041,30.407434352,4.87641,52.37415,Close
1045,242.07344222,Private room,False,True,2,True,0,0,9,94,1,3.6496596889,0.9218380214,160.72877444,8.5106954031,193.09863682,13.455390829,4.86193,52.34655,Very Close
1046,188.17519274,Private room,False,True,2,False,1,0,8,83,1,3.1190021605,0.4825696921,165.72594659,8.7752989889,213.73309465,14.893229537,4.91089,52.3474,Very Close
1047,355.25976613,Private room,False,True,3,False,1,0,9,93,0,0.993573102,1.1173687711,419.27938993,22.201122288,492.09198126,34.289677238,4.88061,52.37785,Close
1048,549.52780447,Entire home/apt,False,False,2,False,1,0,9,94,1,3.7368974989,0.8955660841,154.58377543,8.1853136226,189.25250772,13.187387019,4.85967,52.3466,Very Close
1049,894.71094134,Private room,False,True,4,True,1,0,10,94,2,0.3983966086,0.3032820639,548.92616248,29.066005039,712.85572778,49.672812712,4.89717,52.37066,Very Close
1050,784.10235981,Entire home/apt,False,False,4,False,0,0,9,89,2,1.7349614518,1.6426354117,208.57651945,11.044265294,269.64044986,18.788934484,4.88003,52.38662,Close
1051,737.23431678,Entire home/apt,False,False,4,False,0,0,10,95,3,2.4400519322,1.8749895646,214.48514021,11.357130689,267.77370961,18.658857337,4.85991,52.36497,Close
1052,373.53830291,Private room,False,True,2,True,0,0,10,97,1,3.5366764789,2.5963284748,118.34167537,6.2662703435,148.33913721,10.336484499,4.945,52.372,Kinda Far
1053,405.64291238,Private room,False,True,2,True,1,0,10,97,1,0.1757999097,0.4116731468,601.93928666,31.873085189,794.04542856,55.330227872,4.89294,52.37481,Very Close
1054,798.63145314,Entire home/apt,False,False,2,False,1,0,10,96,1,0.802580631,0.7704399382,501.41808859,26.55042096,585.15784492,40.774640513,4.88153,52.37186,Very Close
1055,264.33576266,Private room,False,True,2,False,0,0,10,98,1,2.0044798608,0.6555276109,188.69589247,9.9915728858,229.80527784,16.013162386,4.91744,52.38337,Very Close
1058,796.28805099,Entire home/apt,False,False,2,True,0,0,10,99,1,1.7142671348,1.7268543648,215.05079699,11.387082592,277.23207746,19.317930017,4.87726,52.38521,Close
1059,442.66866637,Entire home/apt,False,False,4,False,0,0,9,89,2,2.5827827885,1.2822417029,163.02401182,8.6322297476,204.67765757,14.262233653,4.85686,52.38009,Close
1060,734.89091463,Entire home/apt,False,False,4,False,0,0,10,95,2,3.3762037439,2.2831532816,122.24786683,6.4731057765,152.32348091,10.614119301,4.94264,52.37451,Kinda Far
1061,540.62287629,Entire home/apt,False,False,2,False,0,0,10,97,1,2.9258219356,0.8491312909,193.11114928,10.225363668,245.29638841,17.092605257,4.9008,52.34736,Very Close
1062,712.86293441,Entire home/apt,False,False,4,False,0,0,10,100,2,2.248713993,1.6991130121,279.36104526,14.792352969,316.44483644,22.050331479,4.86619,52.36152,Close
1063,884.86865231,Entire home/apt,False,False,4,False,0,0,10,100,2,3.3064941329,1.2977620579,166.3303483,8.8073024611,212.21914252,14.787735175,4.85291,52.35656,Close
1064,264.10142245,Private room,False,True,2,True,1,0,10,99,1,5.2720237185,0.7392889391,99.657640788,5.2769382975,125.3542677,8.7348657234,4.858,52.331,Very Close
1065,538.51381436,Entire home/apt,False,False,4,False,0,0,10,96,2,2.6135377327,0.7526037523,177.65969911,9.4071991144,226.20310148,15.762157554,4.92176,52.35761,Very Close
1066,442.66866637,Private room,False,True,2,True,0,0,10,98,1,2.4294707209,1.3142699982,162.66289415,8.6131083269,198.79658557,13.852432095,4.9277,52.37857,Close
1067,378.45944743,Entire home/apt,False,False,3,False,1,0,9,87,1,1.5104620887,1.1736912632,226.60915698,11.999105433,296.93014823,20.690519928,4.88931,52.38661,Close
1068,524.68774166,Private room,False,True,2,False,1,0,9,98,1,3.5764815876,1.0541425298,164.24149843,8.6966964728,199.91196637,13.930153434,4.86067,52.34795,Close
1069,319.64005343,Private room,False,True,2,True,0,0,10,99,1,1.8902839454,0.2998306661,260.20503494,13.778029494,331.07212896,23.069582267,4.90748,52.3587,Very Close
1070,221.21716308,Private room,False,True,2,True,0,0,10,99,1,3.200518257,0.9211744299,131.53289861,6.9647543786,167.65148517,11.682196691,4.84945,52.38391,Very Close
1071,351.51032269,Private room,False,True,2,True,0,0,10,98,1,0.7211666117,0.2181636125,441.2820382,23.366177134,573.32433092,39.950064232,4.90369,52.37311,Very Close
1072,847.84289832,Private room,False,True,2,True,1,0,10,100,1,1.5686984271,0.6683316979,642.4315783,34.017178937,621.72975049,43.32302351,4.88131,52.36112,Very Close
1073,337.68424999,Private room,False,True,4,False,0,0,9,92,1,2.8494853359,0.9619052042,152.59721389,8.080123869,191.42374914,13.338682246,4.85189,52.37769,Very Close
1074,233.63719448,Private room,False,True,2,False,1,0,9,93,1,2.7841041473,1.909814316,146.54480628,7.7596448648,184.5481803,12.859582716,4.93393,52.37457,Close
1075,237.85531835,Private room,False,True,2,False,0,0,9,90,1,5.5149651566,1.7068565505,80.184520468,4.2458236376,99.759131928,6.9513598384,4.81378,52.38328,Close
1076,965.01300588,Entire home/apt,False,False,2,True,0,0,10,98,1,0.6912273477,0.6737264083,556.4227025,29.462951814,666.50035489,46.442703637,4.88307,52.37228,Very Close
1077,388.06739625,Entire home/apt,False,False,2,False,1,0,10,90,2,2.8600402179,0.9521696502,152.2853635,8.063611184,191.00070157,13.309203682,4.85169,52.37754,Very Close
1078,381.03718979,Entire home/apt,False,False,2,False,1,0,10,96,1,2.8248665207,0.9868863524,153.97354541,8.1530015377,192.99484749,13.448158639,4.85222,52.37756,Very Close
1079,360.18091065,Private room,False,True,2,False,1,0,10,98,1,3.0815256571,0.4960899943,189.21825999,10.019232593,249.25777426,17.368640323,4.89596,52.34559,Very Close
1080,358.77486936,Private room,False,True,2,True,0,0,10,96,0,3.1413747618,0.7456283829,176.54878863,9.348375666,223.63827219,15.583436559,4.90151,52.34547,Very Close
1081,194.03369812,Private room,False,True,2,False,0,0,10,87,1,4.9151270352,0.3233080132,108.66756698,5.7540198762,135.5467565,9.445093007,4.87347,52.33072,Very Close
1082,755.98153399,Entire home/apt,False,False,4,False,0,0,9,96,3,2.0108412607,0.5650891279,270.98719216,14.348951883,352.97265231,24.595642243,4.90325,52.35626,Very Close
1083,316.82797085,Private room,False,True,2,False,0,0,10,98,1,2.9720557968,1.0978273774,227.37476694,12.039644989,259.66585399,18.093890293,4.87649,52.34853,Close
1084,768.16722518,Entire home/apt,False,False,4,False,0,0,10,98,3,3.6098603497,2.0132559985,106.45274101,5.6367433695,134.2880653,9.3573855934,4.90317,52.40509,Kinda Far
1085,307.22002203,Private room,False,True,2,False,0,1,10,96,1,1.4678000732,1.5494809207,276.13444128,14.621502144,332.60843525,23.176634299,4.873,52.378,Close
1086,276.28711363,Entire home/apt,False,False,2,True,0,0,10,98,1,3.8395562589,0.754153799,149.49006686,7.9155983692,186.49343135,12.995130609,4.86004,52.34528,Very Close
1088,1062.9672158,Entire home/apt,False,False,4,True,1,0,9,92,2,0.8321024267,0.9602394436,549.38700673,29.090407048,599.17611721,41.751453895,4.88267,52.37713,Very Close
1089,584.91317695,Entire home/apt,False,False,4,False,0,0,10,93,1,2.0064926395,0.2033104235,418.36849315,22.152889698,480.13283805,33.456346933,4.892,52.35521,Very Close
1090,571.55578469,Entire home/apt,False,False,4,False,0,1,9,92,1,3.0389781399,1.6038187285,145.54893032,7.7069125709,187.55616016,13.069183081,4.933,52.361,Close
1091,167.3189136,Private room,False,True,2,False,1,0,8,87,1,4.867732453,1.5785054636,82.768594477,4.3826520734,102.4639424,7.1398349237,4.95376,52.3964,Close
